Local time,Open,High,Low,Close,Volume
25.11.2022 23:00:00.000 GMT+0100,4.68343,4.68343,4.68343,4.68343,0
26.11.2022 23:00:00.000 GMT+0100,4.68343,4.68343,4.68343,4.68343,0
27.11.2022 23:00:00.000 GMT+0100,4.68796,4.69666,4.66773,4.68163,40139.9902
28.11.2022 23:00:00.000 GMT+0100,4.67314,4.68536,4.66469,4.66483,19943.839999999997
29.11.2022 23:00:00.000 GMT+0100,4.66216,4.68065,4.65845,4.66410,19534.939999999995
30.11.2022 23:00:00.000 GMT+0100,4.65848,4.70835,4.65598,4.68306,29999.69
01.12.2022 23:00:00.000 GMT+0100,4.68252,4.68999,4.67065,4.67432,9916.08
02.12.2022 23:00:00.000 GMT+0100,4.67432,4.67432,4.67432,4.67432,0
03.12.2022 23:00:00.000 GMT+0100,4.67432,4.67432,4.67432,4.67432,0
04.12.2022 23:00:00.000 GMT+0100,4.67305,4.71744,4.66485,4.70435,38223.4202
05.12.2022 23:00:00.000 GMT+0100,4.70091,4.71962,4.68575,4.68685,28041.039600000004
06.12.2022 23:00:00.000 GMT+0100,4.68310,4.70716,4.67931,4.68795,22085
07.12.2022 23:00:00.000 GMT+0100,4.68600,4.70178,4.67627,4.68035,30703.2902
08.12.2022 23:00:00.000 GMT+0100,4.67558,4.69775,4.67329,4.68244,26231.7199
09.12.2022 23:00:00.000 GMT+0100,4.68244,4.68244,4.68244,4.68244,0
